hr_mean,hrv_sdnn,hrv_rmssd,hrv_pnn50,hrv_lf,hrv_hf,hrv_lfhf,scl_mean,scl_std,scr_count,scr_mean_amp,resp_rate,resp_rate_std,bvp_hr_mean,bvp_hrv_sdnn,scl_w_mean,scl_w_std,scl_w_slope,label,subject,start_sec
80.209583037485,103.75078424065893,81.84802294694326,29.87012987012987,381013.6565347639,101068.27710746044,3.769863971557096,4.871849536895752,0.24713949859142303,23,0.006694233935812245,19.683564516013313,4.815583830611248,92.86207812915228,181.34237388624092,1.2613871097564697,0.13489609956741333,-0.005881952541971691,1,2,310.0
76.93976426350423,106.13121569314146,84.19430071037375,34.66666666666667,400267.53360369394,98236.14513694336,4.074544385324893,4.730370044708252,0.24026891589164734,17,0.00579371171839097,20.86712875971026,3.7630335229774707,89.79506043089857,190.04286684080586,1.1818060874938965,0.1166609451174736,-0.004915109021119071,1,2,320.0
75.74118156243237,98.47243644343554,83.53899974721074,36.486486486486484,290125.8869016101,86969.98795284645,3.3359310922166747,4.587712287902832,0.22868254780769348,15,0.006070836385091146,21.440195173362678,3.171548419259971,88.83280757097792,184.4326338290153,1.1124536991119385,0.13994313776493073,-0.006518709337954103,1,2,330.0
74.1529010569086,94.9405291016504,70.80301471988348,29.166666666666668,126774.92959378842,51044.99458664584,2.483591792307775,4.455451965332031,0.23872841894626617,8,0.008018672466278076,21.266249962790006,3.599219764679715,87.7080598582305,180.17148053012738,1.0433027744293213,0.15774869918823242,-0.008285557491692115,1,2,340.0
72.17368153544547,84.47999882100268,64.26552971101927,30.0,94534.37861056902,31542.891012644115,2.997010596545335,4.320714950561523,0.2420405000448227,73,0.0023663403236702696,21.760756117674642,2.8108054431286345,88.80382775119618,167.7789797591392,0.9693580269813538,0.1616503745317459,-0.00913119987327255,1,2,350.0
70.95115681233932,74.77916057364486,51.553885607667816,27.941176470588236,158396.25232643043,45029.88463801652,3.517580682245503,4.186872959136963,0.23031549155712128,99,0.002053294518981317,21.119820653316708,2.600831180433748,84.09498680738787,171.87980017607063,0.888841986656189,0.15203124284744263,-0.008576576705483853,1,2,360.0
71.5903280005844,73.2673151097257,51.91368852143547,28.985507246376812,128286.19242577645,42517.82362632515,3.017233279700312,4.062321186065674,0.21248777210712433,114,0.001920586138699962,21.017478015139062,3.18495622116332,85.19968676585748,171.227613213993,0.8135489225387573,0.11554952710866928,-0.00641734869182643,1,2,370.0
71.39908201180272,75.49205078479402,51.58103693978531,30.434782608695656,68884.04211850834,29063.172356370607,2.3701487667573584,3.9468674659729004,0.1920752078294754,71,0.0024587222508021763,21.35497979018846,3.3867936914307744,85.60509554140128,172.65436076664378,0.7514296174049377,0.08799903094768524,-0.004931630972812218,1,2,380.0
70.39961132029636,72.34509420476957,54.18777099872558,30.88235294117647,78078.93316192697,26310.706347509287,2.9675726729137524,3.8367648124694824,0.17523762583732605,58,0.0029698003802383155,21.39521887228128,2.7625069866708065,81.78806205627136,173.56943944324408,0.7013563513755798,0.07681501656770706,-0.004389338513298515,1,2,390.0
70.3107940898173,55.80730550166648,49.04092173687114,32.35294117647059,89356.21045577605,26621.79902732469,3.3565053347469336,3.732919216156006,0.1696777194738388,60,0.002889696756998698,21.51269839759555,2.772883172936119,78.0813347236705,158.9208337763654,0.6561301350593567,0.07344253361225128,-0.004204484335293643,1,2,400.0
72.10387600648018,58.93509462444941,48.00176138653574,32.857142857142854,76527.13454839888,23121.54366796374,3.3097761830855497,3.6334657669067383,0.17140887677669525,38,0.003560639716483451,21.894001353481077,2.6918072217733813,76.45795127063138,156.19996457637973,0.615048348903656,0.0707697942852974,-0.004039325077893133,1,2,410.0
73.85517157162047,70.5901808714468,65.39419901437164,39.436619718309856,44526.591133491136,43504.71145081264,1.0234889428891825,3.547482967376709,0.16021868586540222,1,0.0049779415130615234,21.324623749017963,3.7060330033257682,81.05540897097626,174.5490169710325,0.5810995697975159,0.06891262531280518,-0.0038519011733101414,1,2,420.0
74.74402730375428,75.13772442510691,62.355956460649764,37.5,36451.48893427041,48924.60968160297,0.7450542614748177,3.4714033603668213,0.13767924904823303,2,0.004158496856689453,20.967944509453936,3.9103402453231544,81.24834699814863,175.8607854522135,0.5503793358802795,0.0532885417342186,-0.002791776805746155,1,2,430.0
75.04589401542039,73.22201630812198,64.58703632131585,40.27777777777778,81694.24592248596,92651.42720308327,0.8817375877375295,3.3923864364624023,0.12277238070964813,2,0.004158496856689453,21.005199264234488,4.188276790181095,81.29639309984319,175.96815766100858,0.5274481177330017,0.036745909601449966,-0.0016991540516152768,1,2,440.0
75.19682142594364,69.93197301574007,60.783807069104,37.5,120932.2765003971,129878.850203461,0.9311160078099806,3.314101457595825,0.1220068410038948,2,0.004158496856689453,21.619799943527592,4.556039779214713,82.81956864807995,198.32001107682248,0.513440728187561,0.02283908613026142,-0.00072161702897065,1,2,450.0
75.51387336605276,68.53867273567285,58.25123687706189,41.0958904109589,82674.03743729016,93565.83229199299,0.8835921768887539,3.2385194301605225,0.13411985337734222,2,0.004158496856689453,21.581553816901422,4.697049383668499,84.25059476605868,204.54359937062574,0.5045880675315857,0.018689149990677834,-0.0002541128167319802,1,2,460.0
74.01863743904205,69.94528060832629,58.21927624922974,43.05555555555556,41684.88613318307,46266.127579687934,0.9009806593686879,3.1653754711151123,0.15425021946430206,2,0.004158496856689453,21.6459783944762,4.122559550825455,81.85263157894737,211.3883713058527,0.5048771500587463,0.017173312604427338,0.0002137720785107187,1,2,470.0
73.25701370805287,60.734942295356234,56.12849689119873,38.57142857142858,24859.192350057663,32589.03888704925,0.7628083919939291,3.082909345626831,0.16045010089874268,30,0.0040832440058390295,22.67896163242654,3.7384778446479783,82.34309623430963,199.9998823772614,0.5053461194038391,0.01481779757887125,7.85698073012004e-05,1,2,480.0
